#,Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%
168,Lucas Sims,CIN,42.1%,94.5,46.2%,84.6,0,0,11.7%,80.8,0,0,0,0,0,0,0
169,JoJo Romero,PHI,64.2%,94.5,16.6%,83.8,0,0,0,0,19.2%,85.8,0,0,0,0,2.6%
170,Victor Gonzalez,LAD,61.5%,94.5,38.5%,84.4,0,0,0,0,0,0,0,0,0,0,0
171,Taylor Williams,SDP,57.3%,94.5,42.7%,85.4,0,0,0,0,0,0,0,0,0,0,0
172,Tanner Houck,BOS,55.1%,94.5,41.1%,84.1,0,0,0,0,0,0,3.8%,89.0,0,0,0
173,Ty Tice,TOR,45.2%,94.5,35.5%,87.6,0,0,19.4%,80.3,0,0,0,0,0,0,0
174,Cal Quantrill,CLE,53.1%,94.5,31.4%,86.4,0,0,0,0,15.5%,85.7,0,0,0,0,0
175,Amir Garrett,CIN,37.9%,94.4,62.1%,84.4,0,0,0,0,0,0,0,0,0,0,4.8%
176,Anthony Kay,TOR,56.7%,94.4,0,0,1.6%,86.5,19.7%,79.7,22.0%,87.5,0,0,0,0,0
177,Angel Perdomo,MIL,65.7%,94.4,24.5%,83.5,0,0,0,0,9.8%,88.2,0,0,0,0,1.4%
178,Patrick Sandoval,LAA,38.5%,94.4,7.7%,88.7,0,0,0,0,53.8%,85.4,0,0,0,0,0
179,Jake Diekman,OAK,71.7%,94.4,27.4%,82.6,0,0,0,0,0.9%,85.5,0,0,0,0,1.8%
180,Luis Oviedo,PIT,47.7%,94.4,29.5%,81.4,0,0,20.8%,75.5,2.0%,83.0,0,0,0,0,2.7%
181,Kyle Zimmer,KCR,54.5%,94.4,25.0%,83.4,0,0,17.5%,78.0,3.0%,87.2,0,0,0,0,0
182,Drew Pomeranz,SDP,77.6%,94.4,0,0,0,0,22.4%,84.5,0,0,0,0,0,0,1.3%
183,Jake McGee,SFG,85.5%,94.4,14.5%,81.1,0,0,0,0,0,0,0,0,0,0,0
184,Tyler Wells,BAL,64.9%,94.3,19.5%,86.7,0,0,8.0%,78.4,7.5%,87.6,0,0,0,0,0
185,Adam Ottavino,BOS,47.4%,94.3,46.9%,80.7,5.7%,87.3,0,0,0,0,0,0,0,0,0
186,Patrick Weigel,MIL,40.0%,94.3,57.3%,80.6,0,0,0,0,0,0,2.7%,86.5,0,0,0
187,Antonio Senzatela,COL,47.7%,94.3,37.7%,86.2,0,0,3.3%,78.5,11.2%,86.2,0,0,0,0,0
188,Chad Kuhl,PIT,40.7%,94.3,38.0%,88.1,0,0,15.4%,81.3,5.9%,88.6,0,0,0,0,0
189,Kevin Gausman,SFG,51.9%,94.3,7.6%,81.6,0,0,0,0,4.3%,83.8,36.2%,83.7,0,0,0
190,Julio Urias,LAD,51.0%,94.3,0,0,0,0,32.5%,81.9,16.4%,87.5,0,0,0,0,0.8%
191,Tyler Chatwood,TOR,41.7%,94.3,0,0,50.8%,88.5,5.3%,80.7,2.3%,88.0,0,0,0,0,0
192,Sean Poppen,PIT,48.5%,94.3,42.6%,84.5,0,0,0,0,8.9%,85.1,0,0,0,0,0
193,Jose Berrios,MIN,56.5%,94.3,0,0,0,0,31.1%,84.2,12.3%,86.4,0,0,0,0,0
194,Joel Payamps,TOR,58.1%,94.3,33.5%,79.4,0,0,0,0,8.4%,86.3,0,0,0,0,0.6%
195,Heath Hembree,CIN,58.4%,94.2,41.6%,85.0,0,0,0,0,0,0,0,0,0,0,0
196,Ryan Weathers,SDP,65.8%,94.2,28.6%,86.1,0,0,0,0,5.6%,87.0,0,0,0,0,0
197,Jacob Webb,ATL,45.8%,94.2,7.2%,81.3,0,0,0,0,47.1%,83.4,0,0,0,0,0
198,Brady Singer,KCR,61.4%,94.2,35.0%,85.3,0,0,0,0,3.6%,87.5,0,0,0,0,0
199,Mitch White,LAD,55.7%,94.2,18.2%,87.6,0,0,26.1%,82.6,0,0,0,0,0,0,0
200,Ian Kennedy,TEX,80.6%,94.2,0,0,2.8%,88.4,6.7%,79.8,10.0%,87.2,0,0,0,0,0
201,Robert Gsellman,NYM,55.1%,94.1,25.4%,89.5,0,0,0,0,19.5%,84.9,0,0,0,0,0
202,Mychal Givens,COL,40.1%,94.1,12.6%,84.6,0,0,0,0,47.3%,82.0,0,0,0,0,2.2%
203,Matt Foster,CHW,56.5%,94.1,4.8%,83.0,0,0,0,0,38.7%,84.9,0,0,0,0,0
204,James Paxton,SEA,66.7%,94.1,0,0,29.2%,86.1,4.2%,78.0,0,0,0,0,0,0,0
205,Wil Crowe,PIT,42.2%,94.1,26.7%,86.1,0,0,6.8%,81.6,24.3%,85.8,0,0,0,0,0
206,Mike Foltynewicz,TEX,60.6%,94.1,25.8%,82.9,0,0,4.1%,77.3,9.5%,86.4,0,0,0,0,0
207,Jon Gray,COL,46.4%,94.1,36.9%,86.2,0,0,4.9%,75.5,11.8%,86.4,0,0,0,0,0
208,J.B. Bukauskas,ARI,42.3%,94.1,50.0%,86.5,0,0,0,0,7.7%,89.0,0,0,0,0,0
209,Taijuan Walker,NYM,57.0%,94.0,19.0%,85.5,4.0%,88.7,7.6%,75.7,0,0,12.3%,89.5,0,0,0
210,Anthony DeSclafani,SFG,49.1%,94.0,30.3%,87.2,0,0,12.1%,83.4,8.4%,87.7,0,0,0,0,0
211,Erick Fedde,WSN,44.3%,94.0,14.6%,80.2,28.0%,89.9,0,0,13.1%,87.7,0,0,0,0,3.0%
212,Travis Lakins,BAL,24.7%,94.0,0,0,50.0%,91.5,20.3%,81.0,5.1%,88.4,0,0,0,0,0
213,Brad Boxberger,MIL,52.4%,94.0,23.8%,89.1,0,0,0,0,23.8%,82.8,0,0,0,0,0
214,Alex Colome,MIN,35.9%,94.0,0,0,64.1%,89.4,0,0,0,0,0,0,0,0,0
215,Spencer Turnbull,DET,58.2%,94.0,26.6%,85.2,0,0,9.3%,79.4,5.9%,85.9,0,0,0,0,0
216,Reymin Guduan,OAK,61.7%,94.0,38.3%,82.7,0,0,0,0,0,0,0,0,0,0,0
217,Austin Voth,WSN,74.3%,93.9,4.6%,90.4,0,0,19.1%,78.0,1.3%,88.0,0.7%,89.0,0,0,2.6%
218,Bryan Garcia,DET,58.5%,93.9,25.1%,86.1,0,0,0,0,16.4%,85.7,0,0,0,0,0
219,Jimmy Nelson,LAD,37.7%,93.9,30.8%,86.7,0,0,31.5%,85.2,0,0,0,0,0,0,0
220,Giovanny Gallegos,STL,47.9%,93.9,42.4%,85.8,0,0,0,0,9.7%,87.1,0,0,0,0,1.7%
221,Max Fried,ATL,46.7%,93.9,28.4%,86.2,0,0,23.6%,75.2,1.3%,85.3,0,0,0,0,0
222,Brad Keller,KCR,70.2%,93.9,24.2%,86.3,0,0,0,0,5.6%,89.9,0,0,0,0,0.7%
223,Louis Head,TBR,59.0%,93.9,41.0%,83.6,0,0,0,0,0,0,0,0,0,0,0
224,A.J. Puk,OAK,66.2%,93.9,24.6%,87.1,0,0,3.1%,81.5,6.2%,90.3,0,0,0,0,0
225,Reyes Moronta,SFG,39.6%,93.9,45.8%,80.5,0,0,0,0,14.6%,87.1,0,0,0,0,0
226,Brent Honeywell,TBR,50.0%,93.9,25.6%,86.4,0,0,0,0,23.1%,85.2,1.3%,82.0,0,0,0
227,Sam Howard,PIT,44.7%,93.8,55.3%,84.7,0,0,0,0,0,0,0,0,0,0,0
228,Tarik Skubal,DET,54.4%,93.8,26.7%,85.5,0,0,5.8%,73.8,0,0,13.1%,85.1,0,0,0
229,Nick Sandlin,CLE,44.0%,93.8,40.0%,79.0,0,0,8.0%,77.5,0,0,4.0%,84.0,4.0%,78.0,26.5%
230,Zac Gallen,ARI,50.8%,93.8,2.0%,84.6,13.5%,88.0,13.2%,80.5,20.5%,87.1,0,0,0,0,0
231,Justin Steele,CHC,68.2%,93.8,27.3%,82.5,0,0,3.8%,78.4,0.8%,90.0,0,0,0,0,2.3%
232,Joely Rodriguez,TEX,62.7%,93.8,1.7%,86.5,0,0,0,0,35.6%,88.6,0,0,0,0,3.4%
233,Griffin Canning,LAA,39.1%,93.8,0.3%,89.0,0,0,43.4%,87.4,17.1%,89.7,0,0,0,0,0
234,Mike Mayers,LAA,27.3%,93.8,21.0%,83.9,51.7%,90.2,0,0,0,0,0,0,0,0,0
235,Garrett Richards,BOS,58.0%,93.8,24.5%,88.0,0,0,17.6%,79.4,0,0,0,0,0,0,0
236,J.P. Feyereisen,MIL,42.2%,93.8,37.3%,86.1,0,0,0,0,20.4%,88.2,0,0,0,0,0
237,Josh Taylor,BOS,51.5%,93.8,45.4%,85.8,0,0,3.1%,78.8,0,0,0,0,0,0,0
238,Danny Duffy,KCR,55.3%,93.8,20.1%,83.9,0,0,9.3%,77.3,15.3%,84.9,0,0,0,0,0
239,Jacob Barnes,NYM,51.6%,93.8,0,0,45.3%,88.4,0,0,0,0,3.1%,87.0,0,0,0
240,Adbert Alzolay,CHC,46.6%,93.7,45.7%,86.0,0,0,3.7%,81.6,4.0%,85.7,0,0,0,0,0
241,Pablo Lopez,MIA,46.6%,93.7,0,0,9.0%,91.3,7.5%,79.9,36.9%,87.8,0,0,0,0,0.7%
242,Trevor Bauer,LAD,47.0%,93.7,16.1%,81.4,23.1%,85.5,13.5%,79.9,0.3%,87.0,0,0,0,0,0
243,Max Scherzer,WSN,49.1%,93.7,19.0%,85.7,10.5%,89.7,7.0%,76.6,14.3%,84.7,0,0,0,0,0
244,Derek Holland,DET,67.2%,93.7,19.1%,82.7,0,0,6.0%,79.8,7.7%,85.4,0,0,0,0,0
245,Jason Adam,CHC,60.5%,93.7,20.4%,82.3,0,0,7.6%,77.7,11.5%,87.0,0,0,0,0,0
246,Buck Farmer,DET,49.2%,93.7,0,0,0,0,30.6%,82.1,20.2%,87.2,0,0,0,0,0
247,Lance McCullers Jr.,HOU,30.6%,93.7,22.4%,86.1,5.3%,89.2,27.1%,84.7,14.6%,86.2,0,0,0,0,0
248,Jeff Hoffman,CIN,54.2%,93.6,17.3%,82.3,0,0,15.6%,77.2,12.9%,85.2,0,0,0,0,0.8%
249,Shelby Miller,CHC,75.3%,93.6,0,0,5.9%,87.4,18.8%,80.3,0,0,0,0,0,0,0
250,Blake Taylor,HOU,72.8%,93.6,27.2%,82.3,0,0,0,0,0,0,0,0,0,0,4.3%
251,Shawn Armstrong,BAL,55.6%,93.6,0,0,35.7%,88.7,8.8%,83.7,0,0,0,0,0,0,0
252,Jameson Taillon,NYY,50.4%,93.6,26.3%,87.8,0,0,21.6%,81.0,1.8%,87.0,0,0,0,0,0
253,Michael King,NYY,56.4%,93.6,26.7%,87.5,4.2%,89.7,0.6%,74.0,12.1%,84.6,0,0,0,0,0
254,Joakim Soria,ARI,60.0%,93.6,40.0%,78.3,0,0,0,0,0,0,0,0,0,0,0
255,Michael Feliz,PIT,51.0%,93.5,44.0%,81.3,0,0,0,0,5.0%,85.8,0,0,0,0,0
256,Domingo German,NYY,42.2%,93.5,0,0,0,0,33.0%,81.2,24.8%,86.3,0,0,0,0,0
257,Luis Garcia,HOU,43.8%,93.5,17.9%,79.2,17.6%,86.9,6.7%,77.1,14.1%,83.3,0,0,0,0,1.3%
258,Chris Bassitt,OAK,53.9%,93.5,7.6%,74.1,23.3%,89.4,6.5%,71.3,8.7%,85.7,0,0,0,0,0
259,Adrian Houser,MIL,65.7%,93.5,6.9%,84.4,0,0,15.1%,80.9,12.3%,87.4,0,0,0,0,0
260,Lucas Giolito,CHW,49.7%,93.5,14.6%,86.1,0,0,0,0,35.7%,81.7,0,0,0,0,0
261,Bryse Wilson,ATL,65.4%,93.5,17.8%,85.9,0,0,5.4%,77.9,11.4%,87.8,0,0,0,0,1.1%
262,Justin Dunn,SEA,52.2%,93.5,14.5%,83.9,0,0,32.6%,79.9,0.7%,89.3,0,0,0,0,0
263,David Phelps,TOR,40.2%,93.5,0,0,29.6%,90.4,25.9%,81.8,4.2%,86.6,0,0,0,0,0
264,Jake Newberry,KCR,44.0%,93.5,52.0%,84.8,0,0,0,0,4.0%,87.8,0,0,0,0,0
265,Peter Solomon,HOU,61.1%,93.5,8.3%,85.0,0,0,25.0%,78.6,5.6%,81.5,0,0,0,0,0
266,Jaime Barria,LAA,45.8%,93.5,50.0%,85.8,0,0,0,0,4.2%,85.3,0,0,0,0,0
267,Joe Ross,WSN,60.0%,93.5,32.1%,85.9,0,0,0,0,7.9%,88.8,0,0,0,0,1.9%
268,Freddy Peralta,MIL,54.8%,93.4,35.5%,80.3,0,0,4.4%,77.4,5.2%,87.8,0,0,0,0,0
269,Ryan Tepera,CHC,48.5%,93.4,1.2%,80.0,39.6%,86.3,0,0,0,0,10.7%,86.8,0,0,0
270,Will Vest,SEA,60.2%,93.4,19.3%,84.9,0,0,0,0,20.5%,84.1,0,0,0,0,0
271,Anthony Swarzak,ARI,57.6%,93.4,42.4%,85.6,0,0,0,0,0,0,0,0,0,0,0
272,Sal Romano,CIN,64.0%,93.4,36.0%,87.8,0,0,0,0,0,0,0,0,0,0,2.0%
273,Cody Reed,TBR,57.0%,93.4,40.7%,87.1,1.2%,90.0,0,0,1.2%,90.0,0,0,0,0,0
274,Deivi Garcia,NYY,38.5%,93.4,29.2%,82.7,0,0,20.0%,76.7,12.3%,83.8,0,0,0,0,0
275,Luke Weaver,ARI,63.7%,93.4,0,0,6.5%,87.3,0.2%,78.0,29.6%,84.9,0,0,0,0,1.3%
276,Justin Wilson,NYY,67.6%,93.4,1.4%,83.0,30.9%,90.0,0,0,0,0,0,0,0,0,0
277,Yency Almonte,COL,41.2%,93.3,41.2%,83.8,0,0,0,0,17.5%,86.8,0,0,0,0,0
278,Brett De Geus,TEX,51.4%,93.3,0,0,21.1%,87.8,27.6%,82.0,0,0,0,0,0,0,0
279,Jonathan Stiever,CHW,60.0%,93.3,13.3%,82.0,0,0,0,0,26.7%,80.8,0,0,0,0,0
280,Joe Jimenez,DET,76.8%,93.3,19.6%,81.4,0,0,0,0,3.6%,88.0,0,0,0,0,0
281,Kyle Wright,ATL,44.9%,93.3,30.8%,87.0,0,0,11.5%,79.8,12.8%,86.8,0,0,0,0,0
282,Anthony Misiewicz,SEA,16.1%,93.3,0,0,55.3%,88.4,28.6%,80.9,0,0,0,0,0,0,0
283,Paul Fry,BAL,61.1%,93.3,38.4%,85.5,0,0,0,0,0.5%,92.0,0,0,0,0,0
284,Will Smith,ATL,49.8%,93.3,42.8%,82.5,0,0,7.5%,78.3,0,0,0,0,0,0,0
285,Michael Wacha,TBR,36.0%,93.3,0,0,36.0%,88.8,3.8%,75.5,24.1%,87.0,0,0,0,0,0
286,Tim Mayza,TOR,73.0%,93.3,27.0%,86.9,0,0,0,0,0,0,0,0,0,0,0
287,Joe Musgrove,SDP,20.4%,93.3,27.0%,83.8,24.0%,90.1,18.9%,81.8,9.6%,86.9,0,0,0,0,0
288,Richard Rodriguez,PIT,89.2%,93.3,10.8%,82.0,0,0,0,0,0,0,0,0,0,0,0
289,Sean Reid-Foley,NYM,66.2%,93.2,30.9%,84.9,0,0,0,0,2.9%,85.0,0,0,0,0,0
290,Jay Flaa,BAL,65.2%,93.2,13.0%,82.0,0,0,0,0,0,0,21.7%,84.8,0,0,0
291,Lance Lynn,CHW,69.5%,93.2,25.1%,87.8,0,0,1.9%,80.1,0,0,3.5%,88.8,0,0,0
292,Dylan Floro,MIA,57.2%,93.2,0,0,10.9%,87.4,0,0,31.8%,85.8,0,0,0,0,0
293,Jack Flaherty,STL,56.3%,93.2,30.7%,83.4,0,0,11.1%,76.2,2.0%,84.3,0,0,0,0,0
294,Alex Vesia,LAD,83.1%,93.2,1.5%,87.0,0,0,0,0,15.4%,85.8,0,0,0,0,0
295,J.B. Wendelken,OAK,67.8%,93.2,25.5%,83.5,0,0,0,0,6.7%,85.1,0,0,0,0,0
296,Taylor Widener,ARI,62.8%,93.2,15.3%,85.3,0,0,0,0,21.9%,86.7,0,0,0,0,1.2%
297,Archie Bradley,PHI,62.3%,93.2,0,0,0,0,11.3%,79.0,26.4%,85.2,0,0,0,0,0
298,Matt Harvey,BAL,62.5%,93.1,19.8%,86.0,0,0,9.5%,80.2,8.2%,84.6,0,0,0,0,0
299,Luis Cessa,NYY,20.1%,93.1,69.6%,82.9,0,0,0,0,10.3%,87.4,0,0,0,0,2.2%
300,T.J. Zeuch,TOR,56.6%,93.1,19.0%,82.5,16.7%,87.0,0,0,7.7%,80.8,0,0,0,0,0
301,Vince Velasquez,PHI,59.0%,93.1,7.4%,85.6,0,0,19.9%,83.0,13.7%,88.9,0,0,0,0,1.1%
302,Jose De Leon,CIN,62.8%,93.1,14.7%,79.1,0,0,0,0,22.5%,84.3,0,0,0,0,0
303,Carson Fulmer,CIN,44.6%,93.1,0,0,22.3%,86.3,19.1%,81.8,14.0%,86.6,0,0,0,0,0
304,Martin Perez,BOS,32.5%,93.1,0,0,33.7%,89.7,11.2%,78.5,22.6%,85.2,0,0,0,0,0
305,Ervin Santana,KCR,50.4%,93.0,45.5%,84.0,0,0,0,0,4.1%,85.8,0,0,0,0,0
306,Duane Underwood Jr.,PIT,38.6%,93.0,3.9%,85.2,0,0,24.5%,79.4,33.0%,86.7,0,0,0,0,0
307,Carlos Martinez,STL,39.4%,93.0,21.1%,83.1,22.9%,90.9,5.5%,81.0,11.0%,85.0,0,0,0,0,0.8%
308,Wyatt Mills,SEA,66.7%,93.0,33.3%,83.7,0,0,0,0,0,0,0,0,0,0,0
309,Shane Bieber,CLE,37.1%,93.0,28.7%,85.9,0.6%,89.0,29.0%,83.1,4.6%,88.1,0,0,0,0,0
310,Cristian Javier,HOU,57.3%,93.0,24.4%,81.1,0,0,9.4%,76.2,8.9%,86.2,0,0,0,0,0
311,Zach Plesac,CLE,38.7%,93.0,25.6%,87.5,0,0,11.7%,80.5,24.0%,85.6,0,0,0,0,0
312,Casey Sadler,SEA,21.5%,93.0,42.5%,87.8,0,0,36.0%,79.8,0,0,0,0,0,0,0
313,Kyle Nelson,CLE,8.7%,93.0,52.2%,81.8,39.1%,88.4,0,0,0,0,0,0,0,0,0
314,JT Brubaker,PIT,47.5%,93.0,36.4%,86.8,0,0,8.3%,79.8,7.8%,87.1,0,0,0,0,0
315,Greg Holland,KCR,45.0%,93.0,42.9%,85.4,0,0,11.7%,78.4,0.4%,85.0,0,0,0,0,0
316,Sean Doolittle,CIN,93.1%,93.0,6.9%,78.8,0,0,0,0,0,0,0,0,0,0,2.1%
317,Matt Peacock,ARI,80.0%,93.0,13.8%,86.7,0,0,0,0,6.2%,86.1,0,0,0,0,3.1%
318,Caleb Baragar,SFG,80.3%,93.0,18.9%,83.8,0,0,0.8%,79.0,0,0,0,0,0,0,0
319,Jeffrey Springs,TBR,36.0%,93.0,39.4%,82.6,0,0,0,0,24.6%,83.0,0,0,0,0,0
320,Kyle Gibson,TEX,48.3%,92.9,20.1%,83.5,14.9%,89.1,6.5%,79.3,10.2%,85.3,0,0,0,0,0
321,Kenley Jansen,LAD,34.3%,92.9,9.8%,82.4,55.9%,91.4,0,0,0,0,0,0,0,0,0
322,Brandon Bielak,HOU,53.7%,92.9,15.6%,82.0,11.0%,89.3,7.3%,79.7,12.4%,87.1,0,0,0,0,0
323,Kyle Crick,PIT,41.1%,92.9,58.3%,78.9,0,0,0,0,0.7%,86.0,0,0,0,0,0
324,Cole Sulser,BAL,60.7%,92.9,13.5%,85.1,0,0,0,0,25.8%,83.4,0,0,0,0,0
325,Hector Neris,PHI,43.7%,92.9,0.4%,83.0,0,0,0,0,0,0,55.8%,83.8,0,0,0
326,Aaron Loup,NYM,41.8%,92.8,8.9%,76.0,38.0%,85.5,0,0,11.4%,79.6,0,0,0,0,0
327,Jesse Biddle,ATL,45.8%,92.8,12.0%,82.5,0,0,42.2%,77.9,0,0,0,0,0,0,0
328,Marcus Stroman,NYM,47.5%,92.8,20.0%,85.9,20.0%,91.2,0,0,12.6%,88.5,0,0,0,0,0
329,Evan Marshall,CHW,37.5%,92.8,0,0,0,0,26.2%,81.9,36.3%,88.2,0,0,0,0,2.4%
330,John King,TEX,67.4%,92.8,14.3%,81.2,4.6%,88.5,0,0,13.7%,78.2,0,0,0,0,2.3%
331,Brett Martin,TEX,59.3%,92.8,26.3%,87.8,0,0,14.4%,81.5,0,0,0,0,0,0,0
332,Cam Bedrosian,CIN,52.1%,92.8,35.3%,82.2,0,0,0,0,0,0,12.6%,84.9,0,0,0
333,Chris Stratton,PIT,48.4%,92.8,11.7%,85.5,0,0,27.8%,81.4,12.1%,86.2,0,0,0,0,0
334,Phil Bickford,MIL,84.2%,92.8,15.8%,82.7,0,0,0,0,0,0,0,0,0,0,0
335,David Hale,PHI,56.6%,92.8,19.0%,82.4,0,0,0,0,24.4%,82.7,0,0,0,0,1.8%
336,Jordan Lyles,TEX,48.2%,92.7,28.1%,84.8,0,0,17.5%,80.1,6.2%,86.1,0,0,0,0,0
337,Sonny Gray,CIN,46.0%,92.7,17.1%,82.2,0,0,30.6%,79.9,6.3%,86.6,0,0,0,0,1.6%
338,Burch Smith,OAK,56.3%,92.7,0,0,0,0,10.4%,79.6,33.3%,80.9,0,0,0,0,0
339,Dan Winkler,CHC,38.0%,92.7,6.3%,82.5,55.7%,90.5,0,0,0,0,0,0,0,0,0
340,Riley Smith,ARI,59.0%,92.7,13.7%,82.4,0,0,11.2%,78.5,16.1%,86.7,0,0,0,0,0.9%
341,Tyler Duffey,MIN,40.4%,92.7,0,0,0,0,59.6%,82.8,0,0,0,0,0,0,0
342,Andrew Chafin,CHC,64.7%,92.6,35.3%,82.7,0,0,0,0,0,0,0,0,0,0,1.8%
343,Kodi Whitley,STL,53.8%,92.6,17.5%,83.7,0,0,0,0,28.8%,83.6,0,0,0,0,0
344,Nivaldo Rodriguez,HOU,50.0%,92.6,0,0,18.8%,87.9,10.4%,80.6,20.8%,83.7,0,0,0,0,0
345,Jarlin Garcia,SFG,40.5%,92.6,41.3%,82.7,0,0,0,0,18.2%,85.1,0,0,0,0,0
346,David Price,LAD,49.3%,92.6,0,0,18.0%,89.2,2.7%,76.0,30.0%,85.6,0,0,0,0,2.7%
347,Nick Wittgren,CLE,58.3%,92.6,16.7%,84.7,0,0,0,0,25.0%,85.4,0,0,0,0,0
348,Drew Smyly,ATL,53.2%,92.6,0,0,8.5%,89.0,38.2%,79.2,0,0,0,0,0,0,0
349,Travis Bergen,TOR,96.6%,92.6,3.4%,83.0,0,0,0,0,0,0,0,0,0,0,0
350,John Means,BAL,50.5%,92.5,7.4%,85.6,0,0,13.0%,77.2,29.0%,82.9,0,0,0,0,0
351,Dean Kremer,BAL,57.1%,92.5,0,0,18.2%,87.1,19.7%,75.6,5.0%,83.3,0,0,0,0,0
352,Brandon Waddell,MIN,43.3%,92.5,47.8%,86.4,0,0,0,0,8.9%,85.9,0,0,0,0,0
353,Wade Davis,KCR,49.7%,92.5,0,0,34.9%,88.2,14.9%,82.2,0.5%,83.0,0,0,0,0,0
354,Logan Allen,CLE,48.0%,92.5,28.6%,81.6,0,0,4.9%,76.8,18.5%,82.1,0,0,0,0,0
355,Sam Clay,WSN,59.8%,92.5,36.1%,85.0,0,0,0,0,4.1%,87.8,0,0,0,0,3.3%
356,Paul Campbell,MIA,52.0%,92.5,22.4%,87.2,0,0,22.0%,78.7,3.7%,85.0,0,0,0,0,0
357,Drew Steckenrider,SEA,57.4%,92.5,33.2%,80.1,0,0,0,0,9.4%,87.2,0,0,0,0,0
358,Ljay Newsome,SEA,58.8%,92.5,0,0,0,0,17.7%,77.4,23.5%,86.2,0,0,0,0,1.8%
359,Jordan Montgomery,NYY,32.4%,92.5,0,0,21.5%,88.4,21.8%,79.7,24.3%,83.1,0,0,0,0,0
360,Mac Sceroler,BAL,51.6%,92.5,6.5%,81.7,0,0,14.0%,78.2,0,0,28.0%,81.8,0,0,0
361,Logan Webb,SFG,45.1%,92.4,20.0%,82.0,2.1%,90.8,0,0,32.7%,85.5,0,0,0,0,0
362,Scott Alexander,LAD,73.6%,92.4,18.4%,84.5,0,0,0,0,8.0%,85.8,0,0,0,0,0
363,Ben Bowden,COL,65.2%,92.4,12.8%,79.9,0,0,0,0,21.9%,81.9,0,0,0,0,0
364,Austin Brice,BOS,55.8%,92.4,44.2%,81.7,0,0,0,0,0,0,0,0,0,0,0
365,Andrew Heaney,LAA,55.9%,92.4,25.9%,79.8,0,0,0,0,18.2%,84.2,0,0,0,0,0
366,Ramon Rosso,PHI,71.4%,92.4,21.4%,84.3,0,0,0,0,7.1%,91.0,0,0,0,0,0
367,Matt Andriese,BOS,38.7%,92.4,11.1%,86.1,0,0,12.8%,80.6,37.4%,86.1,0,0,0,0,0
368,Chaz Roe,TBR,47.8%,92.4,52.2%,80.8,0,0,0,0,0,0,0,0,0,0,0
369,Zach Eflin,PHI,55.1%,92.4,17.2%,86.8,8.0%,88.5,9.9%,77.6,9.9%,85.0,0,0,0,0,0.7%
370,Alex Cobb,LAA,39.2%,92.4,0,0,0,0,16.1%,82.5,44.7%,87.4,0,0,0,0,0
371,Wes Benjamin,TEX,48.3%,92.3,33.6%,85.6,0,0,10.3%,79.3,7.8%,85.1,0,0,0,0,0
372,Daniel Ponce de Leon,STL,82.7%,92.3,0,0,6.7%,89.0,3.4%,76.1,7.2%,86.0,0,0,0,0,1.9%
373,Justus Sheffield,SEA,51.0%,92.3,31.1%,81.9,0,0,0,0,17.9%,86.3,0,0,0,0,0
374,Ryan Sherriff,TBR,72.7%,92.3,27.3%,82.0,0,0,0,0,0,0,0,0,0,0,0
375,David Peterson,NYM,57.8%,92.2,26.3%,82.1,0,0,0,0,16.0%,83.7,0,0,0,0,0
376,Aaron Nola,PHI,48.1%,92.2,0,0,2.5%,87.2,28.1%,78.2,21.3%,84.5,0,0,0,0,0.6%
377,Chris Flexen,SEA,34.9%,92.2,32.8%,89.1,0,0,14.6%,76.2,17.8%,82.7,0,0,0,0,0
378,Aaron Slegers,LAA,57.7%,92.2,33.5%,86.6,0,0,0,0,8.8%,86.8,0,0,0,0,0
379,Eduardo Rodriguez,BOS,39.5%,92.2,9.3%,81.8,22.0%,87.7,0,0,29.3%,87.4,0,0,0,0,0
380,Eric Lauer,MIL,51.8%,92.2,23.8%,80.2,13.4%,90.2,0,0,11.0%,86.3,0,0,0,0,0
381,Nick Neidert,MIA,53.2%,92.1,26.4%,85.8,0,0,9.1%,75.0,11.3%,84.3,0,0,0,0,0
382,Junior Guerra,LAA,49.5%,92.1,0,0,0,0,25.2%,80.5,0,0,25.2%,84.2,0,0,0
383,Brad Hand,WSN,53.5%,92.1,46.5%,79.8,0,0,0,0,0,0,0,0,0,0,3.1%
384,Phillips Valdez,BOS,28.1%,92.0,5.3%,81.9,0,0,0,0,66.7%,85.0,0,0,0,0,0
385,Brad Wieck,CHC,77.8%,92.0,0,0,0,0,22.2%,73.5,0,0,0,0,0,0,0
386,Zac Lowther,BAL,66.7%,92.0,0,0,0,0,16.7%,77.0,16.7%,85.7,0,0,0,0,0
387,Phil Maton,CLE,51.1%,92.0,26.4%,87.5,0,0,22.5%,77.3,0,0,0,0,0,0,0
388,Trent Thornton,TOR,37.4%,92.0,0.4%,81.0,29.5%,89.5,24.6%,79.4,8.2%,83.8,0,0,0,0,1.4%
389,Pedro Strop,CHC,37.8%,91.9,28.9%,81.5,33.3%,86.1,0,0,0,0,0,0,0,0,0
390,Daniel Norris,DET,43.5%,91.9,26.6%,84.3,0,0,0,0,29.9%,86.8,0,0,0,0,0
391,Jose Urquidy,HOU,53.1%,91.9,21.6%,78.5,0,0,6.6%,76.2,18.6%,83.4,0,0,0,0,0
392,Jake Odorizzi,HOU,58.6%,91.9,12.1%,83.1,3.4%,86.8,6.9%,73.8,19.0%,85.1,0,0,0,0,0
