#,Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C
195,Mitch Moreland,OAK,0.6,-2.4,-0.4,0.7,0.6,0.9,0,0.40,-4.44,-2.12,1.73,1.27,7.89,0
196,Kevin Pillar,NYM,0.6,-0.6,0.3,-0.1,-1.2,-0.2,0,0.69,-3.00,3.21,-0.58,-6.56,-23.90,0
197,Huascar Ynoa,ATL,0.6,-0.4,0,2.3,0,0,0,1.75,-5.71,0,77.42,0,0,0
198,Brad Miller,PHI,0.6,0.5,0.3,-0.9,0.6,-0.4,0,0.79,1.56,1.75,-5.35,1.46,-7.04,0
199,Harold Ramirez,CLE,0.6,0.0,0.1,-0.1,-0.3,0,0,2.76,-0.19,2.85,-1.22,-8.57,0,0
200,Isiah Kiner-Falefa,TEX,0.6,3.0,1.5,-0.7,-0.5,-0.9,0,0.23,3.37,3.56,-1.33,-0.93,-5.83,0
201,Jorge Soler,KCR,0.6,-0.5,-1.1,-0.5,-1.0,0.1,0,0.29,-0.42,-3.82,-0.75,-1.84,1.15,0
202,Hanser Alberto,KCR,0.6,-1.7,-0.6,0.3,0.3,0,0,0.69,-3.07,-4.97,1.01,0.90,0,0
203,Kyle Wright,ATL,0.6,0,0,0,0,0,0,8.16,0,0,0,0,0,0
204,Wilmer Difo,PIT,0.6,-0.8,0.8,-0.8,0.5,-0.2,0,0.92,-3.09,9.77,-2.61,3.63,-24.40,0
205,Luis Robert,CHW,0.6,-0.8,-0.2,4.0,-0.1,0.4,0,0.34,-0.76,-1.27,11.77,-0.41,3.53,0
206,Ronnie Dawson,HOU,0.5,-0.3,0,0,-0.9,0,0,3.83,-7.97,0,0,-30.83,0,0
207,Jonathan Davis,TOR,0.5,-0.9,0.1,0.3,-1.0,0,0,0.98,-2.63,1.84,2.77,-7.16,0,0
208,Matt Peacock,ARI,0.5,0,0,0,0,0,0,46.27,0,0,0,0,0,0
209,Hunter Owen,PIT,0.4,-0.3,-0.4,0.1,0,0,0,10.88,-9.59,-7.84,3.12,0,0,0
210,Danny Mendick,CHW,0.4,0.1,0.5,0.6,0.5,-0.2,0,0.73,0.37,4.43,3.34,6.76,-7.77,0
211,Wade Miley,CIN,0.4,-0.2,-0.1,-1.1,-0.4,0,0,3.47,-16.81,-5.72,-6.80,-7.44,0,0
212,Wil Myers,SDP,0.4,3.2,-0.9,-0.1,-0.8,0.7,0,0.19,2.51,-7.15,-0.25,-2.90,13.69,0
213,Victor Robles,WSN,0.4,-1.4,-0.6,-0.1,0.2,0.1,0,0.21,-1.54,-2.83,-0.21,1.10,3.55,0
214,Tim Locastro,ARI,0.4,-2.3,0.2,-0.1,0.3,0,0,0.33,-3.53,0.75,-1.09,3.36,0,0
215,Jose Peraza,NYM,0.4,-0.8,0,-0.4,0,0,0,4.73,-8.18,0,-12.06,0,0,0
216,Harrison Bader,STL,0.4,1.0,-0.2,-0.4,0.0,0,0,1.12,3.86,-20.80,-7.42,-0.33,0,0
217,Matt Duffy,CHC,0.4,1.7,0.0,-0.3,-1.3,-0.1,0,0.24,3.17,-0.11,-1.34,-4.82,-6.54,0
218,Luke Weaver,ARI,0.4,-1.3,0,-0.2,0,0,0,1.78,-13.02,0,-8.39,0,0,0
219,Stephen Strasburg,WSN,0.4,0.0,0,0,0,0,0,2.71,-1.66,0,0,0,0,0
220,Jake Fraley,SEA,0.3,0.0,-0.1,-0.1,1.1,0.2,0,0.88,-0.20,-0.92,-2.93,8.99,5.56,0
221,Ryan McMahon,COL,0.3,1.6,1.0,0.5,-0.2,0,0,0.13,2.97,3.23,1.22,-0.24,0,0
222,Mario Feliciano,MIL,0.3,0,0,0,0.0,0,0,6.38,0,0,0,-0.02,0,0
223,Austin Dean,STL,0.3,-0.1,-0.5,-0.6,0.1,1.5,0,0.36,-0.44,-7.70,-4.93,0.84,50.23,0
224,Adam Frazier,PIT,0.3,2.4,-0.4,-0.7,1.5,-0.1,0,0.12,2.97,-1.12,-1.44,3.59,-3.00,0
225,Ryan Jeffers,MIN,0.3,-1.9,-0.7,-0.3,-1.3,0.1,0,0.39,-4.50,-7.77,-2.44,-7.93,2.80,0
226,Jake Bauers,CLE,0.3,-0.2,-0.1,-0.4,-0.8,0,0,0.21,-0.72,-2.70,-7.03,-2.36,0,0
227,Wyatt Mathisen,ARI,0.3,-1.9,-0.8,0.0,-0.3,0.0,0,0.29,-2.88,-9.30,0.08,-2.14,-0.62,0
228,Triston McKenzie,CLE,0.3,0,0,0,0,0,0,4.19,0,0,0,0,0,0
229,JT Riddle,MIN,0.2,0.1,-0.2,-0.4,0.5,-0.2,0,2.60,3.55,-11.93,-8.86,50.62,-8.63,0
230,Isan Diaz,MIA,0.2,-0.2,0.6,-0.2,-0.4,0,0,0.58,-4.15,4.55,-3.05,-2.60,0,0
231,Andrew Knapp,PHI,0.2,-1.0,-0.4,0.3,-0.8,-0.1,0,0.32,-3.57,-7.11,1.83,-3.69,-4.92,0
232,Adrian Houser,MIL,0.2,0.1,0.0,-0.2,-0.1,0,0,0.82,0.89,1.78,-3.21,-7.47,0,0
233,Pat Valaika,BAL,0.2,-1.0,2.2,-1.1,-0.7,-0.3,0,0.27,-6.85,11.43,-5.40,-8.50,-5.65,0
234,Max Fried,ATL,0.2,0.5,-0.2,-0.4,0.1,0,0,1.17,16.74,-2.80,-10.22,1.11,0,0
235,Zack Wheeler,PHI,0.2,-0.1,0.0,-0.8,-0.2,0,0,0.70,-0.53,-3.88,-9.25,-7.30,0,0
236,Jeff Hoffman,CIN,0.2,-0.2,-0.1,-0.3,0.0,0,0,1.09,-11.25,-5.72,-11.16,3.25,0,0
237,Adam Haseley,PHI,0.2,-1.1,-0.6,-0.4,-0.2,0,0,0.40,-8.26,-4.79,-2.96,-1.68,0,0
238,Taylor Widener,ARI,0.1,0,-0.1,0.0,-0.6,0,0,0.51,0,-5.72,3.49,-14.68,0,0
239,Luis Garcia,WSN,0.1,-0.3,0.0,-0.2,-0.2,0,0,0.81,-2.44,-3.88,-17.27,-6.89,0,0
240,Francisco Mejia,TBR,0.1,-0.3,0.6,1.9,-0.2,0.4,0,0.13,-0.72,3.59,6.34,-0.55,5.16,0
241,Taylor Clarke,ARI,0.1,0.0,-0.2,0,0,0,0,0.91,1.78,-16.78,0,0,0,0
242,Kwang-hyun Kim,STL,0.1,-0.4,0,0.2,0.0,0,0,0.71,-17.64,0,2.99,-2.40,0,0
243,Ildemaro Vargas,CHC,0.1,-0.7,-0.5,0.2,-0.2,0,0,0.54,-8.68,-5.65,5.23,-6.85,0,0
244,Cody Bellinger,LAD,0.1,-0.1,0,0.0,-0.3,-0.1,0,0.15,-0.55,0,-0.42,-3.39,-2.61,0
245,Santiago Espinal,TOR,0.1,-0.4,-0.2,-0.2,0.7,0.0,0,0.15,-3.40,-1.95,-1.49,4.32,-1.97,0
246,Andy Ibanez,TEX,0.0,0.1,0.2,0,0,0,0,0.60,0.96,8.25,0,0,0,0
247,Nicky Lopez,KCR,0.0,2.3,0.9,-1.4,-1.2,-0.3,0,0.02,6.45,3.60,-2.68,-3.01,-2.34,0
248,Corey Dickerson,MIA,0.0,1.6,1.8,2.5,-1.5,0.3,0,0.01,3.49,8.95,6.84,-2.54,5.85,0
249,Tres Barrera,WSN,0.0,-0.5,0,0,0,0,0,2.63,-10.03,0,0,0,0,0
250,Brian O'Grady,SDP,0.0,0,0,0,0,-0.3,0,0.55,0,0,0,0,-13.40,0
251,Logan Webb,SFG,0.0,-0.6,-0.1,0.0,0,0,0,0.06,-7.89,-2.71,-1.24,0,0,0
252,Carter Kieboom,WSN,0.0,0.1,0,0.0,-0.1,0,0,0.16,6.11,0,3.25,-5.54,0,0
253,Ryan McBroom,KCR,0.0,-0.5,0,-0.1,0.0,0,0,0.06,-7.53,0,-6.58,-1.03,0,0
254,William Contreras,ATL,0.0,0.9,0.3,0.2,0,0,0,0.03,6.10,4.37,5.41,0,0,0
255,Robert Gsellman,NYM,0.0,0,-0.2,0.0,0,0,0,-0.20,0,-21.46,-1.97,0,0,0
256,Jordan Yamamoto,NYM,0.0,-0.3,0,0,0,0,0,-0.62,-12.57,0,0,0,0,0
257,Matt Beaty,LAD,0.0,2.1,-0.2,0.1,1.1,0.1,0,-0.03,6.48,-1.51,0.73,3.34,7.46,0
258,Chi Chi Gonzalez,COL,0.0,0.3,0,-0.5,-0.2,0,0,-0.16,6.47,0,-7.95,-24.40,0,0
259,Jon Lester,WSN,0.0,0,-0.2,0,0,0,0,-3.88,0,-21.26,0,0,0,0
260,Paolo Espino,WSN,0.0,0,0,-0.2,0,0,0,-3.88,0,0,-10.96,0,0,0
261,Ryan Castellani,COL,0.0,0,0,-0.2,0,0,0,-3.88,0,0,-8.63,0,0,0
262,Kenta Maeda,MIN,0.0,-0.4,0,0,0,0,0,-3.88,-18.10,0,0,0,0,0
263,Keegan Thompson,CHC,0.0,-0.2,-0.1,0,0,0,0,-3.88,-16.78,-5.72,0,0,0,0
264,Edwin Uceta,LAD,0.0,-0.1,0,-0.2,0,0,0,-3.88,-5.72,0,-16.20,0,0,0
265,Derek Hill,DET,0.0,-0.2,0,0,0,0,0,-1.09,-22.05,0,0,0,0,0
266,Drew Rasmussen,MIL,0.0,0,0,0,-0.2,0,0,-0.72,0,0,0,-22.05,0,0
267,Reese McGuire,TOR,0.0,0,-0.2,0,0.1,0,0,-0.59,0,-5.54,0,5.96,0,0
268,Lane Thomas,STL,0.0,-0.6,0.0,-0.2,0.4,0,0,-0.22,-5.83,1.78,-23.90,18.11,0,0
269,David Price,LAD,-0.1,0,0,0,0,0,0,-5.01,0,0,0,0,0,0
270,Nick Pivetta,BOS,-0.1,-0.5,0,0,0,0,0,-0.62,-7.86,0,0,0,0,0
271,DJ LeMahieu,NYY,-0.1,1.0,0.3,0.6,-1.7,0.2,0,-0.02,0.86,0.53,1.63,-3.94,5.00,0
272,Corey Ray,MIL,-0.1,0.3,-0.1,-0.3,0,0,0,-1.19,8.07,-4.80,-6.35,0,0,0
273,Donovan Solano,SFG,-0.1,-1.8,1.1,-1.1,2.0,0.2,0,-0.06,-4.02,6.73,-6.34,8.68,8.17,0
274,Luke Maile,MIL,-0.1,0.1,-0.1,0.1,-0.2,-0.2,0,-0.20,0.97,-1.71,2.73,-6.19,-4.50,0
275,Christian Vazquez,BOS,-0.1,-3.3,2.1,0.2,-1.2,0.6,0,-0.03,-6.06,5.44,0.70,-3.29,6.92,0
276,Ross Detwiler,MIA,-0.1,-0.2,0,0,0,0,0,-2.61,-18.56,0,0,0,0,0
277,Skye Bolt,SFG,-0.1,-0.2,0,0,0,0,0,-2.61,-8.99,0,0,0,0,0
278,Robel Garcia,HOU,-0.1,-0.3,-0.3,0.1,-0.5,-0.3,0,-0.44,-3.78,-6.92,1.70,-3.78,-8.38,0
279,Corbin Burnes,MIL,-0.1,0,-0.2,-0.2,-0.4,0,0,-0.21,0,-3.74,-4.97,-13.26,0,0
280,Braden Bishop,SEA,-0.1,-0.3,0,0,0,0,0,-1.69,-3.10,0,0,0,0,0
281,Madison Bumgarner,ARI,-0.1,0.1,-0.4,0.0,0,0,0,-0.32,0.64,-3.20,-0.27,0,0,0
282,Joc Pederson,CHC,-0.1,-2.6,0.4,1.9,-1.0,-0.2,0,-0.07,-4.84,1.07,4.52,-2.33,-5.54,0
283,Tyler Wade,NYY,-0.1,-0.1,0,0.3,-0.2,0,0,-0.70,-1.25,0,6.24,-18.56,0,0
284,Jimmy Nelson,LAD,-0.1,-0.2,0,0,0,0,0,-4.80,-16.78,0,0,0,0,0
285,Heath Hembree,CIN,-0.1,-0.2,0,0,0,0,0,-4.80,-16.78,0,0,0,0,0
286,Jose Ruiz,CHW,-0.1,0,0,0,0,0,-0.1,-3.20,0,0,0,0,0,-11.55
287,Caleb Smith,ARI,-0.1,-0.2,0,0,0,0,0,-4.80,-16.78,0,0,0,0,0
288,Dennis Santana,LAD,-0.1,0,0,0,-0.2,0,0,-4.80,0,0,0,-16.78,0,0
289,Logan Allen,CLE,-0.1,-0.2,0,0,0,0,0,-1.92,-8.39,0,0,0,0,0
290,Manuel Margot,TBR,-0.1,0.1,0.0,-0.8,3.7,-0.3,0,-0.05,0.11,-0.06,-2.60,8.47,-8.66,0
291,Anthony Rendon,LAA,-0.1,0.0,-0.1,0.6,2.2,0,0,-0.07,-0.05,-0.83,3.18,8.60,0,0
292,Max Schrock,CIN,-0.1,-0.2,-0.3,0.6,0.2,0,0,-0.57,-5.63,-12.57,7.01,6.31,0,0
293,Kole Calhoun,ARI,-0.1,2.0,1.3,0.4,0.6,-0.3,0,-0.10,5.82,9.74,2.78,1.46,-3.43,0
294,Teoscar Hernandez,TOR,-0.1,-0.9,0.1,-0.1,-0.5,0.5,0,-0.15,-1.54,1.00,-0.45,-3.04,46.27,0
295,Myles Straw,HOU,-0.1,1.1,-1.6,-1.7,-0.9,-0.2,0,-0.05,1.26,-3.70,-4.37,-1.97,-11.27,0
296,Patrick Mazeika,NYM,-0.1,-0.1,0,0,0.0,0,0,-13.32,-6.58,0,0,-0.62,0,0
297,Tom Murphy,SEA,-0.1,-0.5,-0.9,0.5,-2.5,-0.1,0,-0.11,-1.50,-4.57,1.68,-8.04,-3.17,0
298,Nick Williams,CHW,-0.1,-0.3,0,0.0,-0.6,0,0,-0.43,-15.61,0,0.29,-14.48,0,0
299,Adam Duvall,MIA,-0.1,-1.7,0.4,1.1,-2.2,-0.5,0,-0.08,-1.38,2.33,2.66,-4.53,-10.05,0
300,Rio Ruiz,BAL,-0.1,-1.4,-0.4,-0.1,-2.3,0.0,0,-0.09,-2.75,-1.97,-0.17,-4.69,0.51,0
301,Kyle Farmer,CIN,-0.1,-0.9,0.8,0.6,-1.3,-0.3,0,-0.11,-1.61,7.88,2.50,-9.59,-29.03,0
302,Zack Godley,MIL,-0.1,0,0,0,0,0,0,-14.93,0,0,0,0,0,0
303,Matt Chapman,OAK,-0.2,1.4,-0.1,-0.6,0.4,-0.3,0,-0.05,1.12,-0.26,-1.58,0.64,-2.06,0
304,Grayson Greiner,DET,-0.2,0.0,-0.9,-0.1,-0.1,-0.2,0,-0.26,-0.04,-8.61,-0.69,-0.66,-23.90,0
305,Ian Anderson,ATL,-0.2,-0.1,-0.3,-0.1,0,0,0,-1.10,-6.78,-8.80,-5.72,0,0,0
306,Pablo Reyes,MIL,-0.2,-1.0,0,-0.4,-0.6,0,0,-0.52,-4.45,0,-7.71,-8.10,0,0
307,Shane Bieber,CLE,-0.2,-0.1,-0.5,0,0.0,0,0,-8.39,-4.80,-7.25,0,4.47,0,0
308,Adam Eaton,CHW,-0.2,-0.1,-2.6,-0.5,3.7,0.2,0,-0.08,-0.09,-7.73,-0.80,6.24,1.58,0
309,Ramon Urias,BAL,-0.2,0.1,-0.3,0.1,-2.7,-0.1,0,-0.16,0.35,-1.50,1.35,-8.16,-4.43,0
310,Jose Urquidy,HOU,-0.2,0,0,-0.3,0,0,0,-5.02,0,0,-10.71,0,0,0
311,Michael Conforto,NYM,-0.2,1.6,1.1,-0.1,-1.1,1.5,0,-0.10,2.51,4.95,-0.37,-1.64,75.18,0
312,Jakob Junis,KCR,-0.2,0,0.0,0,-0.2,0,0,-6.89,0,0.00,0,-10.33,0,0
313,Jake Diekman,OAK,-0.2,-0.1,0,0,0,0,0,-6.89,-5.72,0,0,0,0,0
314,Alec Bettinger,MIL,-0.2,0,0,-0.1,0,0,0,-10.33,0,0,-5.72,0,0,0
315,Kurt Suzuki,LAA,-0.2,-0.9,0.2,0.4,-1.9,0,0,-0.20,-1.60,2.05,2.51,-7.74,0,0
316,Pablo Lopez,MIA,-0.2,-0.2,-0.5,-0.2,-0.3,-0.5,0,-0.92,-7.30,-16.97,-9.01,-8.80,-11.25,0
317,Lucas Sims,CIN,-0.2,0.0,0,0,0,0,0,-5.29,0.00,0,0,0,0,0
318,Carson Fulmer,CIN,-0.2,0,0,0,0,0,0,-10.58,0,0,0,0,0,0
319,Cionel Perez,CIN,-0.2,0,0,0,0,0,0,-3.53,0,0,0,0,0,0
320,Brandon Woodruff,MIL,-0.2,-0.1,-0.4,-0.7,-0.8,-0.2,0,-0.85,-2.61,-12.49,-11.38,-9.65,-18.56,0
321,Jason Vosler,SFG,-0.2,-0.4,-0.1,0,-0.4,0,0,-0.74,-4.50,-5.23,0,-7.58,0,0
322,Scott Hurst,STL,-0.2,-0.1,0,0,-0.4,-0.4,0,-1.80,-5.72,0,0,-7.67,-19.03,0
323,Chad Wallach,MIA,-0.2,-0.5,0.3,-0.5,-0.4,0,0,-0.25,-1.07,4.58,-2.91,-3.41,0,0
324,Joe Ross,WSN,-0.2,0.1,0.0,-0.2,-0.2,0,0,-1.30,1.10,4.47,-4.05,-7.05,0,0
325,Chris Bassitt,OAK,-0.2,-0.3,0,0.0,0,0,0,-11.22,-4.40,0,-1.97,0,0,0
326,Joey Bart,SFG,-0.2,0,0,0,0.0,0,0,-23.90,0,0,0,-0.62,0,0
327,Nick Heath,ARI,-0.2,0.1,0,-0.6,-0.2,-0.1,0,-0.36,0.90,0,-5.56,-0.78,-5.77,0
328,Nick Neidert,MIA,-0.2,0.0,0,-0.3,0,0,0,-2.04,1.78,0,-8.80,0,0,0
329,Dallas Keuchel,CHW,-0.3,0,0,-0.2,0,0,0,-4.17,0,0,-7.31,0,0,0
330,Nabil Crismatt,SDP,-0.3,0.0,0,-0.2,0,0,0,-8.34,0.00,0,-11.25,0,0,0
331,Kyle Ryan,CHC,-0.3,0,0,0,0,0,0,-6.29,0,0,0,0,0,0
332,Nick Ramirez,SDP,-0.3,0,0,0,0,0,0,-25.14,0,0,0,0,0,0
333,Craig Stammen,SDP,-0.3,0.3,0,0,0,0,0,-8.46,7.59,0,0,0,0,0
334,Rich Hill,TBR,-0.3,0,0,0,0,0,0,-3.69,0,0,0,0,0,0
335,Matt Wisler,SFG,-0.3,0,0,0,0,0,0,-6.45,0,0,0,0,0,0
336,Garrett Cleavinger,LAD,-0.3,0,0,0,0,0,0,-6.45,0,0,0,0,0,0
337,Jake Woodford,STL,-0.3,0,0,0,0,0,0,-8.60,0,0,0,0,0,0
338,Mitch White,LAD,-0.3,0,0,0,0,0,0,-5.16,0,0,0,0,0,0
339,Josh Lindblom,MIL,-0.3,0,0,0,0,0,0,-6.60,0,0,0,0,0,0
340,Aledmys Diaz,HOU,-0.3,1.1,-1.6,1.1,1.5,-0.4,0,-0.23,2.20,-7.79,4.64,5.84,-12.62,0
341,Sal Romano,CIN,-0.3,-0.2,0,0,0.0,0,0,-9.00,-5.55,0,0,-3.88,0,0
342,Joseph Odom,TBR,-0.3,-0.2,0,0,0,0,0,-4.54,-10.14,0,0,0,0,0
343,Zack Short,DET,-0.3,-0.3,0.3,0.1,0.2,0,0,-1.19,-3.90,8.08,2.33,2.69,0,0
344,Jordan Zimmermann,MIL,-0.3,0,0,0.0,0,0,0,-7.04,0,0,1.78,0,0,0
345,Elieser Hernandez,MIA,-0.3,0,0,0.0,0,0,0,-9.39,0,0,1.78,0,0,0
346,Magneuris Sierra,MIA,-0.3,-0.3,-0.3,-0.4,-1.3,-0.1,0,-0.53,-1.48,-25.14,-6.22,-9.67,-2.66,0
347,Eric Lauer,MIL,-0.3,-0.2,-0.1,-0.2,0,0,0,-9.64,-8.10,-5.72,-11.25,0,0,0
348,Nate Lowe,TEX,-0.3,0.9,1.2,0.9,1.3,0.4,0,-0.10,0.94,2.40,1.37,3.01,2.96,0
349,Monte Harrison,MIA,-0.3,-0.4,0,0,0.1,0,0,-3.73,-3.76,0,0,8.96,0,0
350,Ben Rortvedt,MIN,-0.3,-0.2,-0.2,-0.1,-0.1,0,0,-1.76,-2.16,-5.63,-3.49,-5.72,0,0
351,Tyler Zuber,KCR,-0.3,0,0,0.0,0,0,0,-5.97,0,0,3.49,0,0,0
352,Brent Suter,MIL,-0.3,-0.3,0,-0.2,0,0,0,-3.37,-8.59,0,-11.25,0,0,0
353,Sean Kazmar,ATL,-0.3,-0.6,0,0.0,0,0,0,-6.27,-31.51,0,-3.88,0,0,0
354,JT Brubaker,PIT,-0.3,-0.1,-0.4,0.0,0,0,0,-1.44,-3.91,-5.78,2.63,0,0,0
355,Matt Harvey,BAL,-0.3,-0.2,0,0,0,0,0,-6.41,-7.75,0,0,0,0,0
356,Mark Payton,CIN,-0.3,-0.5,-0.2,0.5,-0.2,0,0,-2.03,-12.67,-5.29,12.38,-9.71,0,0
357,Jesus Luzardo,OAK,-0.3,0,0,0,0,0,0,-6.67,0,0,0,0,0,0
358,Adrian Morejon,SDP,-0.3,0,0,0,0,0,0,-33.37,0,0,0,0,0,0
359,Austin Nola,SDP,-0.3,-0.3,-0.1,0.0,0.2,0.0,0,-1.08,-4.98,-4.19,-0.23,5.54,-0.02,0
360,Rafael Devers,BOS,-0.3,3.1,0.0,0.8,4.1,1.3,0,-0.14,4.74,0.15,1.92,8.68,15.73,0
361,Austin Gomber,COL,-0.3,-0.4,-0.1,-0.3,0.0,0,0,-1.42,-10.25,-3.18,-6.07,1.32,0,0
362,Daniel Ponce de Leon,STL,-0.3,-0.2,0,0,0,0,0,-5.70,-17.97,0,0,0,0,0
363,Maikel Franco,BAL,-0.3,0.7,1.6,-0.7,-1.9,-0.4,0,-0.17,0.59,5.01,-1.44,-3.79,-6.17,0
364,Ali Sanchez,STL,-0.3,0.7,0.0,0,0,0,0,-11.58,35.30,-3.88,0,0,0,0
365,Luke Raley,LAD,-0.3,0.3,0.3,-1.5,0.5,-0.5,0,-0.62,0.94,3.14,-5.18,4.63,-17.55,0
366,Joey Lucchesi,NYM,-0.4,-0.2,0.0,-0.2,0,0,0,-7.08,-8.39,-1.55,-7.76,0,0,0
367,Dansby Swanson,ATL,-0.4,-2.1,-1.1,-1.4,-0.8,0.0,0,-0.16,-1.84,-3.10,-1.93,-1.63,-1.97,0
368,Kevin Padlo,TBR,-0.4,0.1,-0.4,0.1,-0.3,0.0,0,-2.16,1.40,-7.09,3.25,-7.00,3.49,0
369,Patrick Corbin,WSN,-0.4,0,-0.3,0.2,0,0,0,-1.49,0,-14.45,3.68,0,0,0
370,Jack Mayfield,LAA,-0.4,0.0,0,0,-0.4,0,0,-6.23,0.00,0,0,-6.09,0,0
371,Ryan Yarbrough,TBR,-0.4,0,0,-0.1,0,0,0,-4.44,0,0,-11.55,0,0,0
372,Garrett Richards,BOS,-0.4,0,0,0,0,0,0,-6.04,0,0,0,0,0,0
373,Trevor Cahill,PIT,-0.4,-0.6,-0.2,0,0,0,0,-4.80,-12.89,-10.98,0,0,0,0
374,Carlos Martinez,STL,-0.4,-1.0,0,-0.2,0,0,0,-1.98,-6.96,0,-6.72,0,0,0
375,Austin Barnes,LAD,-0.4,-0.8,-0.3,-0.2,-0.2,0,0,-0.36,-1.45,-1.15,-0.65,-4.43,0,0
376,Adbert Alzolay,CHC,-0.5,-0.7,0.0,-0.2,0,0,0,-2.50,-8.90,-3.88,-8.63,0,0,0
377,Erick Fedde,WSN,-0.5,-0.3,-0.2,0,0.0,0,0,-1.76,-11.16,-17.97,0,-0.10,0,0
378,John Curtiss,MIA,-0.5,0,0,0,0,0,0,-6.79,0,0,0,0,0,0
379,Jose De Leon,CIN,-0.5,0.0,0,0,0,0,0,-4.39,0.21,0,0,0,0,0
380,Aaron Nola,PHI,-0.5,-1.1,-0.4,0.1,-0.1,0,0,-1.43,-9.07,-19.66,2.51,-5.72,0,0
381,Ronald Torreyes,PHI,-0.5,0.0,0,0,0.0,0,0,-3.77,-0.15,0,0,-1.97,0,0
382,Zach Davies,CHC,-0.5,-0.3,0,0,0.0,0,0,-2.46,-14.81,0,0,-3.88,0,0
383,Sheldon Neuse,LAD,-0.5,-1.4,-0.1,0.2,1.2,0,0,-1.12,-4.47,-1.71,1.79,8.06,0,0
384,Chas McCormick,HOU,-0.5,-0.2,0.3,0.1,-0.5,0.0,0,-0.83,-0.68,1.88,0.90,-4.78,3.49,0
385,Ke'Bryan Hayes,PIT,-0.5,0.0,0.1,0.0,1.4,0,0,-2.52,1.47,2.90,-0.19,137.29,0,0
386,Tyler Glasnow,TBR,-0.5,0,0,0,0,0,0,-5.16,0,0,0,0,0,0
387,Michael Perez,PIT,-0.5,0.0,-0.5,-0.2,-0.4,0,0,-0.95,0.25,-5.12,-1.04,-1.41,0,0
388,Taylor Ward,LAA,-0.5,0.1,-0.2,0,-0.3,0,0,-13.35,1.95,-9.41,0,-26.45,0,0
389,Austin Allen,OAK,-0.5,-0.4,0.0,0,0,0,0,-5.99,-4.76,-0.62,0,0,0,0
390,Paul Campbell,MIA,-0.5,0.0,0,0,0,0,0,-4.93,2.63,0,0,0,0,0
391,Luis Garcia,HOU,-0.5,0,0,0,0,0,0,-13.63,0,0,0,0,0,0
392,Bruce Zimmermann,BAL,-0.5,0.0,0,0,0,0,0,-6.06,1.78,0,0,0,0,0
393,Jhoulys Chacin,COL,-0.5,-0.2,0,-0.2,0,0,0,-6.83,-9.52,0,-4.02,0,0,0
394,Kevin Gausman,SFG,-0.5,-0.4,0.5,0.0,-0.6,0,0,-1.89,-17.67,47.52,0.54,-11.03,0,0
395,Jordan Holloway,MIA,-0.5,0,0.0,0,0,0,0,-6.86,0,1.63,0,0,0,0
396,Taylor Jones,HOU,-0.6,0.2,-0.1,0.2,0,-0.1,0,-4.37,2.96,-0.89,7.50,0,-4.43,0
397,Joshua Palacios,TOR,-0.6,-1.1,0.4,0.4,0.6,-0.3,0,-0.68,-3.46,8.83,3.12,30.03,-12.57,0
398,Mike Minor,KCR,-0.6,-0.1,0,0,0,0,0,-8.36,-7.07,0,0,0,0,0
399,Mike Zunino,TBR,-0.6,2.0,0.4,-0.8,0.5,-0.2,0,-0.45,4.12,2.60,-5.30,2.49,-16.78,0
400,Freddy Peralta,MIL,-0.6,-0.7,0,0,0,0,0,-2.38,-14.79,0,0,0,0,0
401,Hunter Dozier,KCR,-0.6,0.1,-0.8,-0.7,-0.2,-1.0,0,-0.38,0.08,-5.99,-1.15,-0.58,-14.47,0
402,Alex Wood,SFG,-0.6,-0.3,0,0.0,0.0,0,0,-2.19,-4.78,0,2.63,0.53,0,0
403,Ryan McKenna,BAL,-0.6,-0.1,-0.1,0.8,0.1,0,0,-1.59,-0.62,-2.18,15.46,0.72,0,0
404,Alex De Goti,HOU,-0.6,0.5,0.3,0.2,0,-0.2,0,-5.88,12.84,9.24,3.95,0,-16.78,0
405,Matt Moore,PHI,-0.7,-0.2,0,-0.2,0,0,0,-5.42,-7.50,0,-16.78,0,0,0
406,Andrew Stevenson,WSN,-0.7,-2.9,-0.1,0.1,2.3,0,0,-0.76,-6.45,-0.77,0.56,7.66,0,0
407,Rodolfo Castro,PIT,-0.7,0.0,0,0,0,0,0,-13.32,-1.05,0,0,0,0,0
408,Josh Donaldson,MIN,-0.7,-0.4,0.0,-0.3,3.1,-0.4,0,-0.56,-0.56,0.19,-2.40,8.75,-9.33,0
409,Yadiel Hernandez,WSN,-0.7,-0.4,1.1,-1.0,1.8,0.0,0,-0.95,-0.96,7.42,-4.13,14.07,0.78,0
410,Dustin May,LAD,-0.7,-0.1,0,-0.2,0,0,0,-6.26,-2.41,0,-16.78,0,0,0
411,Dexter Fowler,LAA,-0.7,0.1,-0.2,0.2,-0.3,-0.3,0,-1.72,0.72,-4.28,3.37,-2.20,-8.80,0
412,Johan Oviedo,STL,-0.7,-0.1,0.5,-0.2,0,0,0,-5.32,-3.62,47.52,-4.05,0,0,0
413,Vince Velasquez,PHI,-0.7,0.4,-0.2,0.1,0,0,0,-4.33,6.11,-16.78,3.37,0,0,0
414,Yordan Alvarez,HOU,-0.7,2.9,3.3,-2.5,1.8,-0.5,0,-0.34,3.68,15.49,-6.69,3.19,-5.06,0
