#,Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C
613,Kyle Tucker,HOU,-4.1,1.6,1.4,-1.5,-1.7,-0.9,0,-1.88,1.34,5.21,-3.46,-3.09,-15.61,0
614,Justin Upton,LAA,-4.3,0.6,-0.4,2.7,0.8,-0.2,0,-2.03,0.47,-3.33,9.35,1.74,-8.39,0
615,Bobby Dalbec,BOS,-4.6,-1.9,0.3,0.0,0.5,-0.1,0.0,-2.62,-2.85,1.04,0.18,1.04,-1.90,-1.09
616,Gavin Lux,LAD,-4.7,-0.4,-1.0,0.1,0.1,0.5,0,-2.91,-0.80,-9.99,0.23,0.19,6.74,0
617,Willi Castro,DET,-4.8,1.5,-2.1,-1.2,-0.4,-0.4,0,-2.20,2.86,-8.92,-2.91,-0.81,-1.66,0
618,Rougned Odor,NYY,-4.9,1.5,0.6,0.8,0.4,0,0,-3.47,3.09,2.03,2.68,1.69,0,0
619,Aramis Garcia,OAK,-5.0,-1.1,2.0,-0.3,-0.2,0,0,-4.64,-3.11,21.82,-3.61,-1.65,0,0
620,Leury Garcia,CHW,-5.0,-1.1,-1.2,0.5,-1.4,0.3,0,-3.31,-2.91,-8.66,1.50,-3.93,3.05,0
621,Jake Cave,MIN,-5.0,-1.0,0.2,1.8,0.1,0.4,0,-2.76,-2.68,1.89,4.01,0.29,3.99,0
622,Keston Hiura,MIL,-5.0,-0.8,2.0,-1.9,-0.6,-0.3,0,-2.83,-0.86,10.22,-6.64,-2.40,-7.26,0
623,J.P. Crawford,SEA,-5.3,-1.4,1.0,0.2,1.5,-0.6,0,-1.85,-2.36,6.00,0.50,3.01,-4.71,0
624,Cesar Hernandez,CLE,-5.6,0.7,-0.8,0.9,-0.3,1.3,0,-2.13,1.00,-8.73,2.55,-0.41,14.91,0
625,Elvis Andrus,OAK,-6.0,-1.5,-2.2,0.1,-3.0,0.6,0,-2.81,-1.68,-4.75,0.23,-7.58,6.17,0
626,Martin Maldonado,HOU,-6.0,-1.1,-1.1,-0.1,-1.2,-0.3,0,-4.59,-1.33,-6.41,-0.38,-5.12,-6.75,0
627,Evan White,SEA,-6.0,-0.5,-1.1,-1.5,0.0,0.5,0,-3.64,-0.93,-6.65,-3.85,0.05,5.97,0
628,Travis d'Arnaud,ATL,-6.4,-1.4,0.1,1.1,1.7,-0.3,0,-3.37,-3.16,0.51,2.75,7.62,-8.38,0
629,Danny Jansen,TOR,-6.8,-1.8,-0.9,0.5,0.2,0.0,0,-4.26,-3.23,-4.67,2.20,0.73,3.49,0
630,Alec Bohm,PHI,-6.9,-0.9,0.4,0.1,0.9,0.7,0,-2.23,-0.81,2.36,0.47,1.98,18.64,0
631,Matt Bush,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Adam Ottavino,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Oliver Perez,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Sean Doolittle,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Zack Greinke,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Corey Kluber,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Lance Lynn,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Luis Avilan,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Kenley Jansen,LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Tony Watson,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Will Harris,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Ervin Santana,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Joe Smith,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Darren O'Day,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Danny Duffy,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Liam Hendriks,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Yusmeiro Petit,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Pedro Strop,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Derek Holland,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Rafael Dolis,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Mark Melancon,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Justin Wilson,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Tyler Chatwood,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Nate Jones,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Matt Shoemaker,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Jeurys Familia,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Wade LeBlanc,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Jose Alvarez,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Junior Guerra,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Dellin Betances,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,David Phelps,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Chris Archer,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Jake Odorizzi,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Trevor May,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,Jose Cisnero,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Steve Cishek,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Alex Cobb,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Craig Kimbrel,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,Alex Colome,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Andrew Miller,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Julio Teheran,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Martin Perez,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Joakim Soria,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Ian Kennedy,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,Ryan Pressly,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Daniel Bard,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,Daniel Hudson,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,Greg Holland,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,J.A. Happ,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Wade Davis,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,Anthony Swarzak,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,Collin McHugh,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,Jake McGee,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Jordan Lyles,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,Tommy Milone,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Mike Fiers,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,Richard Bleier,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,Hunter Strickland,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,Anthony Bass,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Will Smith,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Bryan Shaw,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Lucas Luetge,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,Deolis Guerra,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Tanner Roark,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,Cesar Valdez,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,Brad Hand,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,Nathan Eovaldi,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,Josh Tomlin,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,David Hale,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,Rex Brothers,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Sergio Romo,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,Chaz Roe,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Brandon Kintzler,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,Tyler Matzek,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Brooks Raley,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,Caleb Thielbar,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Kyle Gibson,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Brad Boxberger,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,Shelby Miller,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,Aaron Northcraft,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Aroldis Chapman,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Ryan Tepera,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,Aaron Loup,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,Mychal Givens,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Scott Alexander,LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Mike Foltynewicz,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Adam Kolarek,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Ben Rowen,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Grant Dayton,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Casey Sadler,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Jose Quintana,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Drew Pomeranz,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Brandon Workman,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Jesse Biddle,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Robbie Ray,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Joely Rodriguez,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,Jose Urena,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,Mike Kickham,LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,Jameson Taillon,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,Luke Jackson,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Hansel Robles,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Hector Neris,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,James Paxton,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Chris Martin,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Jason Adam,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Michael Feliz,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,Matt Andriese,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Yimi Garcia,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,Domingo Tapia,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Dan Winkler,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Ryan Sherriff,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Evan Marshall,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,Jacob Barnes,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,Blake Treinen,LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Ryne Harper,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,Rafael Montero,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Chris Devenski,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,Burch Smith,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Andrew Kittredge,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,Shawn Armstrong,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,Matt Barnes,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,Alex Claudio,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,Dylan Bundy,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,Archie Bradley,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Andrew Chafin,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Reymin Guduan,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Gerrit Cole,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,Eduardo Rodriguez,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,Kyle Crick,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,Jordan Weems,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,Michael Fulmer,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Louis Head,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,Ross Stripling,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Jesse Hahn,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Luis Cessa,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Cam Bedrosian,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,Steven Matz,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Dylan Floro,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Sam Selman,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Pierce Johnson,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Taylor Rogers,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Daniel Norris,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Richard Rodriguez,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,Robert Stephenson,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Clay Holmes,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Tyler Duffey,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Chris Stratton,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Austin Adams,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Chris Flexen,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Michael Wacha,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,Lance McCullers Jr.,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Chris Mazza,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Jose Berrios,MIN,0,-0.2,-0.4,0,0,0,0,0,-16.78,-3.93,0,0,0,0
784,Kyle Zimmer,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Josh Hader,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Wandy Peralta,- - -,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Frankie Montas,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Joel Payamps,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Amir Garrett,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Hyun-Jin Ryu,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,J.B. Wendelken,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Jorge Lopez,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Carlos Estevez,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,James Hoyt,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Dillon Maples,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Duane Underwood Jr.,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Tzu-Wei Lin,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Keone Kela,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Edwin Diaz,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Emilio Pagan,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Buck Farmer,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Taylor Williams,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,Reyes Moronta,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Tyler Webb,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Giovanny Gallegos,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Scott Barlow,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Kyle Finnegan,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Corey Knebel,LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Alex Reyes,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Tim Mayza,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Lou Trivino,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,Austin Voth,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,Yency Almonte,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,Kyle McGowin,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Luke Farrell,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Jake Newberry,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,Aaron Slegers,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Cody Reed,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Cole Sulser,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,Keynan Middleton,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Adam Cimber,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,Andrew Heaney,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Matthew Boyd,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,Mike Mayers,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Marco Gonzales,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Lucas Giolito,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Kendall Graveman,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,Eric Yardley,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Tyler Rogers,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,Chad Green,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Nick Wittgren,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Phillips Valdez,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Miguel Castro,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,Brad Keller,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,Joe Jimenez,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,Devin Williams,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,Zack Littell,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,Paul Fry,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Adam Plutko,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,Kent Emanuel,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Wander Suero,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Stephen Tarpley,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Sean Manaea,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,Lewis Thorpe,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,Ryne Stanek,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,Stefan Crichton,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,Jordan Romano,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,Carlos Rodon,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,Spencer Turnbull,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,Aaron Bummer,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Sam Howard,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,John Means,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Sam Clay,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,Alex McRae,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,Ryan Borucki,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Brad Wieck,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,Victor Gonzalez,LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,Blake Taylor,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,Brent Honeywell,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,Dan Altavilla,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Jordan Montgomery,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Erik Swanson,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Bryan Abreu,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,J.P. Feyereisen,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Ryan Thompson,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Julian Merryweather,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Tim Hill,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Sean Newcomb,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,Trevor Hildenberger,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,Sean Reid-Foley,NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,Raisel Iglesias,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,Domingo German,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,Yoan Lopez,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,Dinelson Lamet,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,Austin Brice,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,Sam Coonrod,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,Michael Kopech,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,Justus Sheffield,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Justin Steele,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,Michael Chavis,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,Edgar Santana,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Josh Taylor,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,Brett Martin,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,Albert Abreu,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,Genesis Cabrera,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,Diego Castillo,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Tanner Scott,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,Cristian Javier,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,Tanner Rainey,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,Justin Lawrence,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,Jeffrey Springs,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,Trevor Megill,CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Tyler Alexander,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,Angel Perdomo,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,Jose Alvarado,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Jake Brentz,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Patrick Weigel,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,Dillon Tate,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,Trent Thornton,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,Pete Fairbanks,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,Phil Maton,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Garrett Stubbs,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,Cody Stashak,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,Ryan Helsley,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,Jay Flaa,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,Anthony Misiewicz,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Jarlin Garcia,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,Tyler Kinley,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,Josh Sborz,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Taylor Hearn,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,Alex Young,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,Josh Staumont,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,Brandon Waddell,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,Jaime Barria,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,Travis Blankenhorn,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,Enyel De Los Santos,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,Phil Bickford,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Sam Hentges,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,Travis Bergen,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,Travis Lakins,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,A.J. Minter,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,Kolby Allard,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,Drew Steckenrider,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,Miguel Diaz,SDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,Zack Burdi,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,Robert Dugger,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,Caleb Baragar,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
