#,Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C
470,Phil Maton,CLE,-2.0,0.0,0,-2.4,0,0,0,-1.43,-0.03,0,-3.43,0,0,0
471,Logan Gilbert,SEA,-2.0,-0.5,0,0.4,0.1,0,0,-1.59,-0.89,0,1.19,4.02,0,0
472,Julio Urias,LAD,-2.0,0,0,10.2,5.5,0,0,-0.45,0,0,3.55,4.16,0,0
473,John Gant,STL,-2.0,1.2,0,-0.1,1.4,0,0,-0.50,0.77,0,-0.14,0.82,0,0
474,Wil Crowe,PIT,-2.0,-2.9,0,-1.0,-0.1,0,0,-0.75,-2.25,0,-2.89,-0.10,0,0
475,Carl Edwards Jr.,ATL,-2.1,0,0,-0.6,0,0,0,-14.85,0,0,-4.40,0,0,0
476,Gregory Santos,SFG,-2.1,-2.2,0,0,0,0,0,-9.07,-7.27,0,0,0,0,0
477,Yoan Lopez,ARI,-2.1,-3.4,0,0,0,0,0,-1.90,-3.30,0,0,0,0,0
478,Tanner Roark,TOR,-2.1,0,-0.5,-0.6,0.8,0,0,-3.98,0,-1.65,-2.07,3.85,0,0
479,Aaron Bummer,CHW,-2.1,2.2,-1.2,0,0,0,0,-0.87,3.48,-3.21,0,0,0,0
480,Triston McKenzie,CLE,-2.1,1.1,0,1.1,-2.6,0,0,-0.48,1.02,0,0.93,-9.11,0,0
481,Ben Rowen,LAA,-2.1,-0.6,0,0,0,0,0,-2.21,-0.62,0,0,0,0,0
482,Aaron Slegers,LAA,-2.1,-1.4,0,0,0.0,0,0,-1.00,-1.26,0,0,0.05,0,0
483,Tyler Duffey,MIN,-2.2,0,0,0.5,0,0,0,-1.49,0,0,0.30,0,0,0
484,Reymin Guduan,OAK,-2.2,-0.2,0,0,0,0,0,-1.51,-0.28,0,0,0,0,0
485,Jose Quintana,LAA,-2.2,0.0,0,-5.3,-2.1,0,0,-0.62,-0.03,0,-5.20,-2.15,0,0
486,Sonny Gray,CIN,-2.2,1.2,0,-0.3,1.0,0,0,-0.61,1.16,0,-0.16,3.31,0,0
487,Wandy Peralta,- - -,-2.2,-1.2,0,0,3.5,0,0,-2.27,-1.64,0,0,3.81,0,0
488,Austin Brice,BOS,-2.3,-0.9,0,0,0.3,0,0,-1.72,-0.95,0,0,4.16,0,0
489,Amir Garrett,CIN,-2.3,-0.5,0,0,0,0,0,-2.35,-0.41,0,0,0,0,0
490,Robert Dugger,SEA,-2.3,-0.2,0,0.8,-0.2,0,0,-2.11,-0.33,0,0.84,-3.46,0,0
491,Stephen Strasburg,WSN,-2.3,0,0,2.9,-0.2,0,0,-1.28,0,0,2.86,-0.45,0,0
492,Trevor Williams,CHC,-2.3,-1.4,0,-0.1,-5.0,0,0,-0.50,-0.99,0,-0.09,-7.24,0,0
493,Jake Newberry,KCR,-2.3,-1.8,0,0,-0.1,0,0,-5.24,-3.46,0,0,-1.88,0,0
494,Shelby Miller,CHC,-2.3,0,-0.4,-1.5,0,0,0,-3.62,0,-7.95,-9.21,0,0,0
495,Joakim Soria,ARI,-2.3,0.0,0,-0.1,1.0,0,0,-3.03,0.06,0,-2.02,5.61,0,0
496,Sean Newcomb,ATL,-2.3,-0.8,0,0.1,0.4,0,0,-1.32,-1.34,0,0.33,15.00,0,0
497,Joe Musgrove,SDP,-2.3,11.7,-3.7,2.5,1.6,0,0,-1.19,4.28,-2.06,1.55,2.09,0,0
498,Frankie Montas,OAK,-2.3,-5.5,0,0,0,-1.1,0,-0.38,-3.22,0,0,0,-0.73,0
499,Josh Lindblom,MIL,-2.4,-1.9,-5.0,-0.7,2.2,-1.8,0,-1.63,-4.40,-8.83,-1.72,5.49,-10.30,0
500,Hirokazu Sawamura,BOS,-2.4,0.3,0,0,0,-1.1,0,-1.45,0.37,0,0,0,-0.85,0
501,Trent Thornton,TOR,-2.4,-0.1,2.2,-1.7,0.4,0,0,-1.47,-9.56,1.78,-1.36,1.04,0,0
502,Merrill Kelly,ARI,-2.4,0,-0.4,1.5,-3.6,0,0,-0.48,0,-0.54,0.82,-2.41,0,0
503,Deivi Garcia,NYY,-2.4,0.9,0,0.3,0.3,0,0,-9.67,4.60,0,2.43,3.99,0,0
504,Blake Treinen,LAD,-2.5,2.2,2.0,0,0,0,0,-1.96,2.47,1.97,0,0,0,0
505,Tim Mayza,TOR,-2.5,-1.2,0,0,0,0,0,-1.33,-1.55,0,0,0,0,0
506,Jesse Hahn,KCR,-2.5,-1.0,0,0.7,-0.1,0,0,-4.30,-10.82,0,3.29,-6.34,0,0
507,Tyler Zuber,KCR,-2.5,-1.1,0,0.6,0.4,0,0,-1.36,-1.32,0,2.40,3.15,0,0
508,Anthony Bass,MIA,-2.5,4.0,0,0,0,-1.5,0,-1.90,2.83,0,0,0,-148.07,0
509,Adbert Alzolay,CHC,-2.6,8.3,0,-1.0,-0.1,0,0,-0.71,2.58,0,-2.67,-0.36,0,0
510,Patrick Weigel,MIL,-2.6,1.4,0,0.0,0,-0.1,0,-6.62,2.75,0,-4.53,0,-6.03,0
511,Anthony Bemboom,LAA,-2.6,0,0,0,0,0,0,-12.49,0,0,0,0,0,0
512,Joey Lucchesi,NYM,-2.7,0,-1.8,0,2.6,0.1,0,-1.10,0,-11.14,0,1.70,3.18,0
513,JoJo Romero,PHI,-2.7,-1.3,0,0,-1.0,0,0,-2.54,-4.56,0,0,-2.94,0,0
514,Jose Suarez,LAA,-2.8,0,0,0.4,1.2,0,0,-6.26,0,0,3.71,2.75,0,0
515,Wyatt Mills,SEA,-2.8,-1.8,0,0,0,0,0,-2.26,-4.30,0,0,0,0,0
516,Joely Rodriguez,TEX,-2.8,0.1,0,0,1.9,0,0,-1.92,3.62,0,0,2.17,0,0
517,Nabil Crismatt,SDP,-2.8,0,0,-1.0,5.3,0,0,-3.34,0,0,-1.23,3.28,0,0
518,Matt Andriese,BOS,-2.9,-1.4,0,-2.1,-1.9,0,0,-1.62,-4.97,0,-3.98,-1.09,0,0
519,Chris Devenski,ARI,-2.9,0.3,0,0.2,-0.4,0,0,-5.83,1.91,0,1.94,-0.61,0,0
520,Brandon Waddell,- - -,-2.9,-2.5,0,0,0.0,0,0,-6.09,-5.03,0,0,-0.31,0,0
521,Dustin May,LAD,-2.9,0,1.5,3.5,0,0,0,-1.36,0,2.25,4.21,0,0,0
522,Tyler Webb,STL,-3.0,-0.3,0,0,-2.1,0,0,-1.38,-0.69,0,0,-3.76,0,0
523,Tanner Scott,BAL,-3.0,3.0,0,0,0,0,0,-1.42,1.73,0,0,0,0,0
524,Chad Kuhl,PIT,-3.1,-3.1,0,-0.5,-0.2,0,0,-2.31,-2.51,0,-0.94,-1.27,0,0
525,Jason Adam,CHC,-3.1,0.7,0,-0.7,-0.7,0,0,-2.99,1.95,0,-3.73,-3.80,0,0
526,Luis Garcia,HOU,-3.1,3.4,2.7,0.9,0.0,0,0,-0.83,2.83,1.84,1.54,0.02,0,0
527,Jose Urena,DET,-3.1,0.8,0,0,-1.0,0,0,-0.58,0.34,0,0,-1.03,0,0
528,Cody Stashak,MIN,-3.1,2.1,0,0,-1.7,0,0,-2.24,1.29,0,0,-23.80,0,0
529,Dinelson Lamet,SDP,-3.1,2.3,0,0,-0.5,0,0,-2.86,1.97,0,0,-47.93,0,0
530,Taylor Hearn,TEX,-3.2,1.4,0,0,0.0,0,0,-0.99,1.38,0,0,-0.05,0,0
531,Daniel Ponce de Leon,STL,-3.2,0,-1.0,-0.5,0.6,0,0,-1.27,0,-5.38,-3.38,2.60,0,0
532,Mike Foltynewicz,TEX,-3.2,1.1,0,-4.2,-1.9,0,0,-0.60,0.43,0,-11.12,-2.04,0,0
533,Edwin Uceta,LAD,-3.3,0,0,-0.2,0.8,0,0,-4.48,0,0,-1.48,1.35,0,0
534,Alex Lange,DET,-3.3,0,0,-2.1,-0.6,0,0,-2.96,0,0,-1.86,-3.74,0,0
535,Jon Lester,WSN,-3.3,0,-4.3,0.5,4.2,0,0,-2.12,0,-2.94,2.33,5.08,0,0
536,J.A. Happ,MIN,-3.3,-1.1,0,1.2,0,0.8,0,-0.67,-0.98,0,2.97,0,0.81,0
537,Antonio Senzatela,COL,-3.3,-6.0,0,0.1,0.7,0,0,-0.75,-2.04,0,0.20,0.84,0,0
538,Zach Plesac,CLE,-3.4,5.7,0,2.6,-1.6,0,0,-0.95,2.55,0,2.49,-0.80,0,0
539,Robert Stephenson,COL,-3.4,-0.4,0,0.2,-0.1,0,0,-2.20,-0.26,0,2.24,-3.06,0,0
540,Enoli Paredes,HOU,-3.4,-1.4,0,-0.5,0,0,0,-3.34,-4.39,0,-4.19,0,0,0
541,Shawn Morimando,MIA,-3.4,0,0.1,0.0,0.0,0,0,-26.19,0,1.04,-2.58,4.80,0,0
542,Patrick Corbin,WSN,-3.4,-2.3,0.1,0.1,-3.9,0,0,-0.81,-0.84,1.11,4.54,-8.97,0,0
543,Stefan Crichton,ARI,-3.5,1.0,0,0,-0.1,0,0,-2.10,1.73,0,0,-1.25,0,0
544,Jesus Luzardo,OAK,-3.5,-0.1,0,-0.9,0.1,0,0,-1.15,-0.09,0,-28.73,0.09,0,0
545,Bryse Wilson,ATL,-3.5,-1.1,0,-3.5,4.5,0,0,-1.57,-2.69,0,-18.37,6.18,0,0
546,Brooks Raley,HOU,-3.5,1.7,0.0,1.5,0.0,0,0,-4.78,1.92,-0.02,3.60,0.01,0,0
547,Kevin Ginkel,ARI,-3.6,-3.9,0,0,-0.1,0,0,-1.50,-2.39,0,0,-6.34,0,0
548,Jesse Biddle,ATL,-3.6,1.3,0,0.4,0,0,0,-3.60,4.26,0,0.76,0,0,0
549,Duane Underwood Jr.,PIT,-3.6,0.5,0,2.8,0.7,0,0,-1.84,5.43,0,2.28,0.49,0,0
550,Greg Holland,KCR,-3.6,-2.2,0,0.5,0.0,0,0,-2.30,-1.39,0,1.15,-3.39,0,0
551,T.J. Zeuch,TOR,-3.6,-0.1,-1.1,0,-2.4,0,0,-2.92,-0.19,-3.02,0,-13.96,0,0
552,Kyle Cody,TEX,-3.7,-1.3,0,0,0.7,0,0,-3.60,-1.65,0,0,2.21,0,0
553,Ty Tice,TOR,-3.7,1.5,0,-0.2,0,0,0,-6.27,3.24,0,-0.83,0,0,0
554,Justus Sheffield,SEA,-3.8,-4.2,0,0,-0.4,0,0,-1.02,-1.69,0,0,-0.22,0,0
555,Brandon Workman,CHC,-3.8,0,-1.5,-0.6,0,0,0,-4.84,0,-13.84,-0.75,0,0,0
556,Brett Anderson,MIL,-3.8,1.1,-2.2,-2.0,1.7,0,0,-1.57,1.76,-5.91,-4.25,1.96,0,0
557,Jon Duplantier,ARI,-3.8,0.5,0,0.3,0.4,0,0,-7.95,2.98,0,2.04,5.01,0,0
558,Garrett Crochet,CHW,-3.9,0.7,0,0,2.1,0,0,-2.31,1.86,0,0,6.61,0,0
559,Diego Castillo,TBR,-3.9,4.4,0,0,0,0,0,-4.00,2.15,0,0,0,0,0
560,Jeff Hoffman,CIN,-3.9,3.0,0,-1.9,-1.3,0,0,-0.93,2.11,0,-1.54,-1.45,0,0
561,David Price,LAD,-3.9,0,1.1,0.3,1.6,0,0,-3.40,0,2.65,4.23,2.23,0,0
562,Blake Snell,SDP,-4.0,2.8,0,0.2,-4.4,0,0,-1.04,1.50,0,0.14,-2.89,0,0
563,Paul Campbell,MIA,-4.0,-2.0,0,0.0,0.3,0,0,-3.11,-3.68,0,-0.06,3.67,0,0
564,Corbin Martin,ARI,-4.0,0.0,0,0.0,0.8,0,0,-3.37,-0.10,0,0.00,3.52,0,0
565,Nick Nelson,NYY,-4.0,0.7,0,0.1,0.0,0,0,-4.86,4.02,0,1.76,0.03,0,0
566,Alex Cobb,LAA,-4.2,0,0,-0.8,2.9,0,0,-2.17,0,0,-1.07,1.35,0,0
567,Patrick Sandoval,LAA,-4.3,1.6,0,-1.0,1.7,0,0,-2.76,4.12,0,-2.91,1.36,0,0
568,Dylan Bundy,LAA,-4.3,-0.1,0,1.4,-3.7,0,0,-1.21,-0.08,0,1.28,-3.14,0,0
569,Max Fried,ATL,-4.3,-1.0,0,-0.3,0.3,0,0,-1.48,-0.73,0,-0.26,2.97,0,0
570,Tyler Kinley,COL,-4.3,3.2,0,0,0.0,0,0,-2.66,1.82,0,0,0.27,0,0
571,Joe Ross,WSN,-4.4,3.9,0,0,-3.6,0,0,-0.98,1.69,0,0,-6.26,0,0
572,Luis Oviedo,PIT,-4.4,0.8,0,1.2,-0.9,0,0,-3.24,1.13,0,2.21,-5.49,0,0
573,Daniel Castano,MIA,-4.5,2.2,0,0,-1.2,0,0,-3.14,2.07,0,0,-3.23,0,0
574,Corey Kluber,NYY,-4.5,0,2.5,4.2,3.9,0,0,-1.73,0,1.06,1.81,3.24,0,0
575,Anthony Kay,TOR,-4.5,0,1.3,-1.0,-1.3,0,0,-2.29,0,1.92,-1.91,-2.90,0,0
576,Dean Kremer,BAL,-4.5,0,-1.3,-3.0,-3.4,0,0,-1.10,0,-0.95,-2.32,-7.39,0,0
577,Garrett Cleavinger,LAD,-4.6,1.9,0,0,0,0,0,-5.62,3.61,0,0,0,0,0
578,Shane Bieber,CLE,-4.6,5.2,0.6,-0.4,0.5,0,0,-1.14,1.72,1.74,-0.09,1.12,0,0
579,Mitch Keller,PIT,-4.8,-4.0,0,-1.6,-0.9,0,0,-1.14,-2.51,0,-1.33,-2.85,0,0
580,Josh Taylor,BOS,-4.9,2.6,0,0.7,0,0,0,-3.35,2.13,0,5.39,0,0,0
581,Chi Chi Gonzalez,COL,-4.9,1.9,0,-1.0,1.5,0,0,-1.43,0.88,0,-2.63,1.82,0,0
582,Wilmer Difo,PIT,-4.9,0,0,-0.1,0,0,0,-12.69,0,0,-9.49,0,0,0
583,Ben Bowden,COL,-5.0,0.8,0,0,-0.8,0,0,-3.22,3.18,0,0,-1.59,0,0
584,Daniel Lynch,KCR,-5.0,0.4,0,0.0,-2.9,0,0,-5.29,0.69,0,1.17,-10.96,0,0
585,Kyle Hendricks,CHC,-5.1,0,0,-4.0,-4.8,0,0,-1.03,0,0,-3.14,-2.27,0,0
586,Devin Williams,MIL,-5.1,0.0,0,0,3.6,0,0,-4.44,-1.17,0,0,1.78,0,0
587,Mike Mayers,LAA,-5.2,1.2,-2.6,0,0,0,0,-3.61,1.29,-1.15,0,0,0,0
588,Jacob Webb,ATL,-5.2,-0.8,0,0,0.5,0,0,-3.95,-4.09,0,0,0.32,0,0
589,Kohei Arihara,TEX,-5.3,-0.9,1.3,-1.1,-0.1,-2.3,0,-2.26,-0.98,1.85,-9.28,-0.23,-4.67,0
590,Tanner Rainey,WSN,-5.3,-0.2,0,0,0,0,0,-3.05,-0.24,0,0,0,0,0
591,Matt Shoemaker,MIN,-5.3,-2.4,0,0,0,-1.5,0,-1.68,-1.11,0,0,0,-0.62,0
592,Connor Brogdon,PHI,-5.7,0,1.7,0,2.9,0,0,-3.52,0,3.63,0,2.98,0,0
593,Griffin Canning,LAA,-5.8,-0.6,0,-2.4,0.3,0,0,-2.18,-0.29,0,-3.94,0.19,0,0
594,Tommy Milone,TOR,-5.9,-0.6,0,1.0,0.4,0,0,-7.88,-2.40,0,2.68,0.42,0,0
595,Matt Harvey,BAL,-6.0,-2.4,0,-3.7,0.4,0,0,-1.17,-1.53,0,-4.63,0.52,0,0
596,Kenta Maeda,MIN,-6.0,-4.0,0,-0.2,-1.9,0,0,-2.89,-1.38,0,-0.66,-0.96,0,0
597,Brandon Kintzler,PHI,-6.0,-0.2,0,0,-1.9,0,0,-2.78,-0.55,0,0,-5.09,0,0
598,Logan Allen,CLE,-6.2,-0.9,0,0.6,-1.4,0,0,-3.95,-1.02,0,3.74,-2.37,0,0
599,Gregory Soto,DET,-6.2,4.3,0,0,0,0,0,-2.73,2.59,0,0,0,0,0
600,Riley Smith,ARI,-6.3,-0.6,0,-0.6,0.8,0,0,-1.96,-1.03,0,-0.97,0.84,0,0
601,Trevor Stephan,CLE,-6.4,0.9,0,0,-0.4,0,0,-2.94,0.70,0,0,-2.84,0,0
602,Carson Fulmer,CIN,-6.5,0,0.9,2.5,0.4,0,0,-3.57,0,0.82,2.73,0.59,0,0
603,Adam Kolarek,OAK,-6.6,0.1,0,0,-0.5,0,0,-4.88,0.70,0,0,-1.53,0,0
604,Taylor Clarke,ARI,-6.7,3.4,0,0.1,2.6,0,0,-2.92,3.00,0,1.56,3.78,0,0
605,Zach Davies,CHC,-6.9,0,-1.8,1.1,-1.1,0,0,-1.74,0,-3.58,1.97,-0.43,0,0
606,Domingo German,NYY,-7.0,0,0,6.2,2.5,0,0,-2.20,0,0,2.46,1.34,0,0
607,Justin Wilson,NYY,-7.1,0.2,3.1,0,0,0,0,-4.29,1.96,3.97,0,0,0,0
608,Codi Heuer,CHW,-7.2,0.2,0,0,3.2,0,0,-3.94,0.28,0,0,5.16,0,0
609,Jakob Junis,KCR,-7.3,3.9,1.3,0,-0.3,0,0,-4.52,1.90,1.01,0,-1.81,0,0
610,Daniel Bard,COL,-7.4,1.1,0,0,-2.0,0,0,-4.25,0.75,0,0,-6.20,0,0
611,Chase Anderson,PHI,-7.5,0,0.3,-3.9,-0.8,0,0,-2.65,0,0.19,-6.25,-0.43,0,0
612,Sam Hentges,CLE,-8.0,-1.5,0,0.8,-0.1,0,0,-3.98,-1.96,0,0.71,-2.87,0,0
613,Tarik Skubal,DET,-8.1,-1.6,0,0.3,0.3,-2.5,0,-1.82,-0.82,0,0.45,29.08,-2.02,0
614,Jordan Lyles,TEX,-8.4,1.9,0,-1.2,-0.3,0,0,-2.07,0.79,0,-0.64,-0.36,0,0
615,Brad Keller,KCR,-10.6,-2.0,0,0,0.0,0,0,-1.87,-0.87,0,0,0.16,0,0
616,Bruce Zimmermann,BAL,-13.2,-0.2,0,1.9,2.1,0,0,-4.10,-0.20,0,1.73,1.06,0,0
617,Luis Castillo,CIN,-15.7,1.7,0,0,-2.6,0,0,-3.65,1.12,0,0,-0.87,0,0
618,Will Harris,WSN,0,0,-0.5,-1.9,0,0,0,0,0,-0.47,-7.22,0,0,0
619,Bryan Shaw,CLE,0,-0.3,6.8,-1.1,-0.1,0,0,0,-0.91,2.68,-5.46,-0.36,0,0
620,Wander Suero,WSN,0,0,4.2,-1.7,0.5,0,0,0,0,2.53,-14.27,1.41,0,0
621,Vladimir Gutierrez,CIN,0,0.3,0,-0.2,0.1,0,-0.1,0,6.03,0,-1.63,0.66,0,-10.71
622,Elijah Morgan,CLE,0,-0.7,-0.8,-0.8,0,-1.1,-1.1,0,-14.15,-9.95,-27.54,0,-13.62,-8.02
623,Andre Scrubb,HOU,0,-0.3,0.1,-1.9,0,0,0,0,-2.52,0.11,-2.29,0,0,0
1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages,1 Page size: select  623 items in 1 pages
