,Home Team,Away Team,HP,HP Throws,HP WOBA Against,AP,AP Throws,AP WOBA Against,HL WOBA,AL WOBA,WOBA Pitcher Difference,WOBA Lineup Difference
0,Cubs,Dodgers,Kyle Hendricks,RHP,2.878,Clayton Kershaw,LHP,1.765,17.084,20.123,1.113 Away,3.039 Away
