,Home Team,Away Team,HP WOBA Against,HP Runs Saved,AP WOBA Against,AP Runs Saved,HL WOBA,HL RAA,AL WOBA,AL RAA,WOBA Pitcher Diff,WOBA Lineup Diff,Home RAA vs AP,Away RAA vs HP
0,Pirates - Trevor Cahill - RHP,Reds - Sonny Gray - RHP,1.458,-0.683,1.289,-0.169,6.634,-1.343,9.0,0.055,0.169 Away,2.366 Away,-1.17432,0.7381699999999999
